text,clean_content,likes,replies,quotes,retweets,searchQuery,user_location,tanggal,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment
"Dalam kunjungan perdana sebagai Capres, Mantan Gubernur Jawa Tengah dua periode itu mendapat sambutan hangat dari masyarakat di wilayah Sorong.

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",kunjung perdana capres mantan gubernur jawa periode sambut hangat masyarakat wilayah sorong sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,1,0,0,1,#ganjar,"Semarang, Jawa Tengah",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Loyalis Ganjar kalangan para Raja, Sultan, Ratu dan tokoh adat di Indonesia 

#SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong",loyalis ganjar kalang raja sultan ratu tokoh adat indonesia sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong,7,0,0,2,#ganjar,"Jawa Tengah, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1 + 2 = 3 paling mantaaap memang hihihi. 3 angka hoki lhoo #GanjarMahfud2024 #GanjarPranowo #mahfudmd #pilpres #capres,mantap hihihi angka hoki lhoo ganjarmahfud ganjarpranowo mahfudmd pilpres capres,0,0,0,0,#mahfudmd,Bandung,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Mahfud MD selaku Calon Wakil Presiden pasangan nomor urut 3 menegaskan akan membuktikan bahwa dirinya netral.
#mahfudMD #Pilpres2024 #GanjarMahfud2024 

dasfacto.com/2023/11/20/mahf",mahfud md calon wakil presiden pasang nomor urut bukti netral mahfudmd pilpres ganjarmahfud dasfacto com mahf,0,0,0,0,#mahfudmd,Jakarta,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Repost dari @partaiperindo

Begini keseruan Aldi Taher saat penetapan nomor urut Capres-Cawapres di KPU 

#PerindoUpdate #PerindoS16AP #PartaiPerindo #PersatuanIndonesia #Pemilu2024 #Pilpres2024 #Capres2024 #GanjarPranowo #MahfudMD #AldiTaher",repost partaiperindo seru aldi taher tetap nomor urut capres cawapres kpu perindoupdate perindos ap partaiperindo persatuanindonesia pemilu pilpres capres ganjarpranowo mahfudmd alditaher,0,1,0,0,#mahfudmd,Jakarta,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon presiden dari PDIP, Ganjar Pranowo, mengunggah video salam 3 jari bersama para pendukungnya. Ada tiga janji yang disertakan Ganjar bersama salam 3 jari tersebut.

@ganjarpranowo 

tiktok.com/@gemapos.id/video

#ganjarpranowo #mahfudmd #pdip #salam3jari #beritaterkini #politik #beritapolitik #beritahariini #update #trending #megawati #puanmaharani #beritatiktok #tiktok #beritatiktok #viralvideo #fyp",calon presiden pdip ganjar pranowo unggah video salam jari dukung janji serta ganjar salam jari sebut ganjarpranowo tiktok com gemapos id video ganjarpranowo mahfudmd pdip salam jari beritaterkini politik beritapolitik beritahariini update trending megawati puanmaharani beritatiktok tiktok beritatiktok viralvideo fyp,0,0,0,0,#mahfudmd,Jakarta,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"(A Thread)

28 Organ Relawan bersatu dalam semangat mendukung calon presiden Ganjar Pranowo dan calon wakil presiden Prof. Mahfud MD

#bersamaGAMA #gpjos #ganjarpranowojos #ganjarpranowo #mahfudmd #sahabatganjar #menangkanganjar #mahfudmdcawapres2024 #pilihmahfud",a thread organ rawan satu semangat dukung calon presiden ganjar pranowo calon wakil presiden prof mahfud md bersamagama gpjos ganjarpranowojos ganjarpranowo mahfudmd sahabatganjar menangkanganjar mahfudmdcawapres pilihmahfud,0,1,0,0,#mahfudmd,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ini tentang Indonesia, untuk Demokrasi dan juga untuk menjamin hak setiap warga untuk mendapatkan keadilan.

#GanjarMahfudApp #ganjarmahfud #ganjarpranowo #capres #ganjarmahfud2024 #mahfudmd #presiden2024 #TPNGM",indonesia demokrasi jamin hak warga adil ganjarmahfudapp ganjarmahfud ganjarpranowo capres ganjarmahfud mahfudmd presiden tpngm,0,1,0,0,#mahfudmd,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.4404,0.0,0.818,0.182,Positive
"Alhamdulillah niat baik datang dari capres yg baik. Semoga sejahtera selalu!
#ganjarpranowo #mahfudmd #GanjarMahfud2024 #Pastiganjar",alhamdulillah niat capres yang baik moga sejahtera selalu ganjarpranowo mahfudmd ganjarmahfud pastiganjar,0,0,0,0,#mahfudmd,"bogor,jawa barat",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Survei Terbaru..
Dalam simulasi tiga nama capres, elektabilitas 

@prabowo Subianto  meraih 37 %, @aniesbaswedan  32,%, dan terakhir @ganjarpranowo  28,%.

#Projo #Jokowi #Gibran #Prabowo #mahfudmd  #PrabowoGibran #Ganjar #aniesbaswedan",survei baru simulasi nama capres elektabilitas prabowo subianto raih aniesbaswedan ganjarpranowo projo jokowi gibran prabowo mahfudmd prabowogibran ganjar aniesbaswedan,37,28,1,11,#mahfudmd,"Jakarta Capital Region, Indone",11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Salam Demokrasi Ganjar-Mahfud
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA
tiktok.com/@matius212133/vid",salam demokrasi ganjar mahfud ganjarmahfud ganjarpranowo mahfudmd milu pilpres gama tiktok com matius vid,1,0,0,0,#mahfudmd,Sulawesi Utara,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Berbagai dukungan tokoh dan seluruh elemen masyarakat terhadap Ganjar-Mahfud
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA",dukung tokoh elemen masyarakat ganjar mahfud ganjarmahfud ganjarpranowo mahfudmd milu pilpres gama,1,0,0,0,#mahfudmd,Sulawesi Utara,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Loyalis Ganjar kalangan para Raja, Sultan, Ratu dan tokoh adat di Indonesia 

#SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong",loyalis ganjar kalang raja sultan ratu tokoh adat indonesia sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong,1,0,0,1,#ganjar,,11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Siap nomer 3

#salammetal #ganjarpranowo #mahfudmd #ganjarmahfud2024 #ganjarpresiden #indonesia #depok",nomor salammetal ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden indonesia depok,0,0,0,0,#mahfudmd,"Depok, Indonesia",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Salam Demokrasi Ganjar-Mahfud
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA
tiktok.com/@matius212133/vid",salam demokrasi ganjar mahfud ganjarmahfud ganjarpranowo mahfudmd milu pilpres gama tiktok com matius vid,1,0,0,0,#mahfudmd,Sulawesi Utara,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Salam Demokrasi Ganjar-Mahfud
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA
tiktok.com/@matius212133/vid",salam demokrasi ganjar mahfud ganjarmahfud ganjarpranowo mahfudmd milu pilpres gama tiktok com matius vid,1,0,0,0,#mahfudmd,Sulawesi Utara,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Salam Demokrasi Ganjar-Mahfud
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA
tiktok.com/@matius212133/vid",salam demokrasi ganjar mahfud ganjarmahfud ganjarpranowo mahfudmd milu pilpres gama tiktok com matius vid,1,0,0,0,#mahfudmd,Sulawesi Utara,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Salam Demokrasi Ganjar-Mahfud
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA
tiktok.com/@matius212133/vid",salam demokrasi ganjar mahfud ganjarmahfud ganjarpranowo mahfudmd milu pilpres gama tiktok com matius vid,1,0,0,0,#mahfudmd,Sulawesi Utara,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,dukung ganjar pranowo mahfud md presiden wakil presiden indonesia ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,"Kota Padang, Sumatera Barat",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pak #GanjarPranowo dan prof #mahfudmd, dari rakyat untuk rakyat..,
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsumbar #kanjuruhan Esemka Aceh Sarapan
 PALESTINE WILL BE FREE",ganjarpranowo prof mahfudmd rakyat rakyat ganjarmahfudfriendly ganjarmahfudsatset ganjarmahfud ganjarmahfudpilihanrakyat ganjarmahfudsumbar kanjuruhan esemka aceh sarap palestine will be free,0,0,0,0,#mahfudmd,,11/20/2023,2023-11-20,Positive,"Sentiment(polarity=0.4, subjectivity=0.8, assessments=[(['free'], 0.4, 0.8, None)])",0.4,0.8,0.5106,0.0,0.837,0.163,Positive
"Pak #GanjarPranowo dan prof #mahfudmd, dari rakyat untuk rakyat..,

#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsulteng #kanjuruhan Esemka Aceh Sarapan
 PALESTINE WILL BE FREE",ganjarpranowo prof mahfudmd rakyat rakyat ganjarmahfudfriendly ganjarmahfudsatset ganjarmahfud ganjarmahfudpilihanrakyat ganjarmahfudsulteng kanjuruhan esemka aceh sarap palestine will be free,1,0,0,0,#mahfudmd,,11/20/2023,2023-11-20,Positive,"Sentiment(polarity=0.4, subjectivity=0.8, assessments=[(['free'], 0.4, 0.8, None)])",0.4,0.8,0.5106,0.0,0.837,0.163,Positive
"Nama dan kekuasaan bukan segalanya.
Bersama Ganjar-Mahfud, mari kita menciptakan masa depan Indonesia yang lebih berarti, lebih adil, dan lebih cemerlang. 

Karena yang diperjuangkan Ganjar-Mahfud adalah perubahan yang sesungguhnya.


#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",nama kuasa segala ganjar mahfud mari cipta indonesia arti adil cemerlang juang ganjar mahfud ubah sungguh sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,17,2,2,8,#ganjar,IndonesiaNusantara,11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Keren banget nih sangat menginspirasi 
#ganjarmahfud #ganjarpranowo #mahfudmd #ganjarmahfudmd2024 #facebookreels #fyp?",keren banget nih inspirasi ganjarmahfud ganjarpranowo mahfudmd ganjarmahfudmd facebookreels fyp,0,0,0,0,#mahfudmd,Lampung,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#GanjarMajukanBangsaNKRI
#GanjarMahfud2024
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong #KawanJuangGanjar",ganjarmajukanbangsankri ganjarmahfud pilihganjardemikemajuanri sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong kawanjuangganjar,0,0,0,0,#ganjar,"Bali, Indonesia",11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar peduli dengan Papua dan mau menerima aspirasi dengan baik 

#SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong",ganjar peduli papua terima aspirasi sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong,1,0,0,1,#ganjar,,11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar peduli dengan Papua dan mau menerima aspirasi dengan baik 

#SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong",ganjar peduli papua terima aspirasi sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong,2,0,0,1,#ganjar,,11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,dukung ganjar pranowo mahfud md presiden wakil presiden indonesia ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,"Kota Bukittinggi, Sumatera Bar",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,dukung ganjar pranowo mahfud md presiden wakil presiden indonesia ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,"Kota Bukittinggi, Sumatera Bar",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Gak usah pakai cara curang juga udah pasti menang. All in Ganjar-Mahfud 

#GanjarMahfudApp #ganjarmahfud #ganjarpranowo #capres #ganjarmahfud2024 #mahfudmd #presiden2024 #TPNGM",tidak pakai curang sudah menang all in ganjar mahfud ganjarmahfudapp ganjarmahfud ganjarpranowo capres ganjarmahfud mahfudmd presiden tpngm,1,0,0,0,#mahfudmd,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Mahfud MD mengingatkan agar aparat keamanan hingga penyelenggara dan pengawas pemilihan umum (pemilu) menjaga netralitasnya dalam tahapan Pemilu 2024. ~J #MahfudMD #ASN #NetralitasTNIPolri,mahfud md aparat aman selenggara awas pilih milu jaga netralitas tahap milu j mahfudmd asn netralitastnipolri,14,6,4,1,#mahfudmd,Jakarta,11/14/2023,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar Mahfud, Bergerak bersama mewujudkan mimpi dan harapan rakyat. #PDIPerjuangan #GanjarPranowo #MahfudMD #GanjarMahfud2024 #M3nangTotal #IndonesiaUnggul #PDIPSaudiArabia",ganjar mahfud gerak wujud mimpi harap rakyat pdiperjuangan ganjarpranowo mahfudmd ganjarmahfud m nangtotal indonesiaunggul pdipsaudiarabia,0,0,0,0,#mahfudmd,,11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pilih pemimpin itu yang memperjuangkan rakyat, Ganjar Mahfud perintis bukan pewaris, pilih nomer 3! 

#GAMA #MahfudMD #Ganjar #GanjarPranowo #AlamGanjar #TuankuRakyat #LanjutGan #Capres2024 #Indonesia #IndonesiaEmas2024 #RambutPutih #TuanKuRakyat #MenangkanGanjarMahfud",pilih pimpin juang rakyat ganjar mahfud rintis waris pilih nomor gama mahfudmd ganjar ganjarpranowo alamganjar tuankurakyat lanjutgan capres indonesia indonesiaemas rambutputih tuankurakyat menangkanganjarmahfud,0,0,0,0,#mahfudmd,,11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Makna nomor urut 3 bagi @ganjarpranowo 

A Thread?

#GanjarPranowo
#MahfudMD
#GanjarMahfud2024",makna nomor urut ganjarpranowo a thread ganjarpranowo mahfudmd ganjarmahfud,102,101,0,88,#mahfudmd,"Jakarta Pusat, DKI Jakarta",11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Foto @mohmahfudmd bersama pilot dan co-pilot maskapai Garuda Indonesia, berbuntut ke pemanggilan. Foto itu sebelumnya diunggah ke laman media sosial pribadi milik Mahfud MD.

Download #metrotvxtend di app store & play store.

#pemilu2024 #pilpres2024 #mahfudmd #garudaindonesia",foto mohmahfudmd pilot co pilot maskapai garuda indonesia buntut panggil foto unggah laman media sosial pribadi milik mahfud md download metrotvxtend app store play store pemilu pilpres mahfudmd garudaindonesia,21,7,2,10,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.34,0.0,0.921,0.079,Positive
Pamanku Dari ......  #politik #politikindonesia #sindiranpolitik #partaipolitik #pemilu #pdip #hanura #nasdem #golkar #gerindra #perindo #pan #gelora #ganjarpranowo #mahfudmd #prabowo #gibran #anies #cakimin #fyp #fyp #fyp,paman politik politikindonesia sindiranpolitik partaipolitik milu pdip hanura nasdem golkar gerindra perindo pan gelora ganjarpranowo mahfudmd prabowo gibran anies cakimin fyp fyp fyp,1,0,0,0,#mahfudmd,,11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Klarifikasi TPN usai Mahfud Foto Pose 3 Jari Bareng Pilot: Yuk Lakukan Proses Demokrasi yang Asyi. Selengkapnya>> tinyurl.com/2udxfr44 

#pilot #mahfudmd #ganjarpranowo #pilpres2024 #tpn #tribunwow",klarifikasi tpn mahfud foto pose jari bareng pilot yuk laku proses demokrasi asyi lengkap tinyurl com udxfr pilot mahfudmd ganjarpranowo pilpres tpn tribunwow,0,0,0,0,#mahfudmd,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
