text,clean_content,likes,replies,quotes,retweets,searchQuery,user_location,tanggal,dataset,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound_multi,vader_neg_multi,vader_neu_multi,vader_pos_multi,vader_sentiment_multi
"Ide cak Imin ini bagus. Mau diklaim oleh paslon prabowo gibran sbgi ide mrk jg, ngga masalah. Yg jadi masalah adl ketika paslon tsb melakukan mobilisasi perangkat desa yg hrsnya netral, utk memenangkan mrk. Apalagi  bapaknya gibran msh berkuasa. Prabowopun blm mundur dari jabatan",ide cak imin bagus klaim paslon prabowo gibran bagai ide mereka jg tidak masalah yang adl paslon sebut mobilisasi perangkat desa yang harus netral untuk menang mrk bapak gibran masih kuasa prabowopun belum mundur jabat,0,0,0,0,paslon,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Aminnn 
#UlamaDukungAmin 
#anies",amin ulamadukungamin anies,0,0,0,0,#anies,Kapontori Sulawesi tenggara,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon presiden nomor urut 3 Ganjar Pranowo menilai dinamika politik akan tetap bisa dinikmati oleh rakyat sepanjang para elite memberikan contoh yang baik dan tidak terlampau melibatkan perasaan.

#SahabatGanjar #GanjarPranowo  #GanjarUntukSemua #GanjarMahfud2024",calon presiden nomor urut ganjar pranowo nilai dinamika politik nikmat rakyat elite contoh lampau libat asa sahabatganjar ganjarpranowo ganjaruntuksemua ganjarmahfud,16,1,0,10,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"PERLUDEM meminta @bawaslu_RI mengambil langkah pencegahan dan penindakan setelah ribuan aparat dan kepala desa memberi sinyal dukungan terhadap calon wakil presiden nomor urut 2 Gibran Rakabuming.

Pamong Bukan Politisi nasional.kompas.com/read/202ï¿½.",perludem bawaslu ri ambil langkah cegah tindak ribu aparat kepala desa sinyal dukung calon wakil presiden nomor urut gibran rakabuming pamong politis nasional kompas com read,16,1,0,12,nomor urut,In your Heart,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Versi 3D Cartoon 
.
Salam Hormat, 
Toto Haryanto, S.Pd. SD, MM.
Calon Legislatif PKB
No. Urut 1
Dapil 5 ; Kesambi
Kota Cirebon
Tahun 2024
ï¿½ï¿½
#AMIN #SATUkanIndonesia #AminAjaDulu #AniesMuhaimin #AniesMuhaimin2024
#AMINIndonesiaLebihBaik #Cirebon #CapCut #fyp #fyp? #fyp??viral",versi d cartoon salam hormat toto haryanto s pd sd mm calon legislatif pkb no urut dapil kesambi kota cirebon amin satukanindonesia aminajadulu aniesmuhaimin aniesmuhaimin aminindonesialebihbaik cirebon capcut fyp fyp fyp viral,0,0,0,0,#aniesmuhaimin,,11/18/2023,aniesmuhaimin,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.296,0.066,0.934,0.0,Negative
"Salah satunya saat momentum pengundian nomor urut Pilpres 2024 di Komisi Pemilihan Umum (KPU) pada Selasa, 14 November 2023. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",salah satu momentum undi nomor urut pilpres komisi pilih kpu selasa november bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon presiden nomor urut 3 Ganjar Pranowo menilai dinamika politik akan tetap bisa dinikmati oleh rakyat sepanjang para elite memberikan contoh yang baik dan tidak terlampau melibatkan perasaan.

#SahabatGanjar #GanjarMahfud2024",calon presiden nomor urut ganjar pranowo nilai dinamika politik nikmat rakyat elite contoh lampau libat asa sahabatganjar ganjarmahfud,1,0,0,1,nomor urut,"East Java, Indonesia",11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Di mana pihak-pihak itu kerap mencekal kegiatan calon presiden (capres) nomor urut 1 tersebut. 

 Sumber: mediaindonesia.com/politik-dï¿½",pihak kerap cekal giat calon presiden capres nomor urut sebut sumber mediaindonesia com politik d,11,5,0,0,nomor urut,Jakarta - Indonesia,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#UlamaDukungAmin 
#Anies",ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Tetap semangat terus gus imin
#Anies",semangat gus imin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#UlamaDukungAmin 
#anies",ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#UlamaDukungAmin
#Anies",ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Anggota Steering Committee (SC) Ijtima Ulama Habib Muhammad mengatakan hanya AMIN, Paslon yang punya kedekatan visi - misi dengan Ulama
#UlamaDukungAmin 
#Anies",anggota steering committee sc ijtima ulama habib muhammad amin paslon dekat visi misi ulama ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Mas Anies @aniesbaswedan mengatakan dukungan Para Ulama ini adalah sebuah amanat agar pihaknya lebih giat lagi mewujudkan perubahan yang bermanfaat untuk seluruh Rakyat Indonesia.
#UlamaDukungAmin 
#Anies",mas anies aniesbaswedan dukung ulama amanat giat wujud ubah manfaat rakyat indonesia ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kabar Anies Ditolak Jadi Pembicara Diskusi, Disebut Ada Ancaman Pembubaran, Jawaban Rektorat UGM

#UGM #Anies #AniesMuhaimin #capres #Pilpres2024

kaltim.tribunnews.com/2023/1ï¿½ lewat @tribunkaltim",kabar anies tolak bicara diskusi ancam bubar rektorat ugm ugm anies aniesmuhaimin capres pilpres kaltim tribunnews com tribunkaltim,0,1,0,1,#aniesmuhaimin,"Balikpapan, Indonesia",11/18/2023,aniesmuhaimin,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ya politik dinasti itu kalo umur pak prabowo sama gibran di bagi 2 jadi usianya lebih muda dari paslon lain,, itu kata ketum psi... Koplak pertanyaan ? jawaban",ya politik dinasti kalau umur prabowo gibran usia muda paslon lain tum psi koplak,1,0,0,0,paslon,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
.. saya wong Jawa Timur .. dukung no.1 dong #AMIN,jawa timur dukung no amin,57,1,0,1,#AMIN,Jawa Timur,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.296,0.355,0.645,0.0,Negative
"Sapa TKI di Malaysia, Sosialisasikan Capres Nomor Urut 3, Yenny Wahid : Ganjar Itu Dekat dengan Rakyatï¿½ maklumatnews.com/sapa-tki-diï¿½",siapa tenaga kerja idonesia malaysia sosialisasi capres nomor urut yenny wahid ganjar rakyat maklumatnews com sapa tki di,0,0,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden RI Nomor Urut 3, Ganjar Pranowo melaksanakan kunjungan khusus ke Manokwari Papua Barat
#SahabatGanjar",calon presiden ri nomor urut ganjar pranowo laksana kunjung khusus manokwari papua barat sahabatganjar,5,0,0,4,nomor urut,nondate.,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Komisi Pemilihan Umum (KPU) RI resmi umumkan nomor urut pasangan calon presiden (capres) dan calon wakil presiden (cawapres) dalam Pemilu 2024 pada Selasa, (14/11/2023). Adapun nomor urutnya sebagai berikut:

Nomor Urut 1 Anies Baswedan-Muhaimin Iskandar
Nomor Urut 2 Prabowo Subianto-Gibran Rakabuming Raka
Nomor Urut 3 Ganjar Pranowo-Mahfud MD

Temukan juga berbagai informasi terbaru lainnya seputar Pemilu 2024, hanya di kompas.tv atau Kanal Youtube KompasTV

#Pemilu2024diKompasTV 
#NomorUrutPilpres2024 
#Pilpres2024 #RumahPemilu",komisi pilih kpu ri resmi umum nomor urut pasang calon presiden capres calon wakil presiden cawapres milu selasa nomor urut ikut nomor urut anies baswedan muhaimin iskandar nomor urut prabowo subianto gibran rakabuming raka nomor urut ganjar pranowo mahfud md temu informasi baru putar milu kompas tv kanal youtube kompastv pemilu dikompastv nomorurutpilpres pilpres rumahpemilu,802,344,51,195,nomor urut,Indonesia,11/14/2023,aniesmuhaimin,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pasangan Anies Baswedan - Muhaimin Iskandar mendapat nomor urut 1. Prabowo Subianto - Gibran Rakabuming Raka mendapat nomor urut 2. Ganjar Pranowo - Mahfud MD mendapat nomor urut 3.

Siapa Capres-Cawapres yang Kamu pilih di Pilpres 2024?

#PollingElshinta",pasang anies baswedan muhaimin iskandar nomor urut prabowo subianto gibran rakabuming raka nomor urut ganjar pranowo mahfud md nomor urut capres cawapres pilih pilpres pollingelshinta,1425,281,60,1806,nomor urut,,11/14/2023,aniesmuhaimin,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#UlamaDukungAmin 
#Anies",ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Paslon panik, survei diborong. Ini mah bukan jalan keluar, Pak.",paslon panik survei borong mah jalan keluar pak,0,0,0,0,paslon,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon presiden nomor urut 3 @ganjarpranowo berkunjung ke kota Sorong, Papua Barat Daya. Ganjar mengaku ingin melihat langsung kondisi dan menyerap aspirasi dari warga.

Download #MetroTVXtend sekarang di Play Store dan App Store.

#ganjarpranowo #papuabaratdaya #sorong #pilpres2024 #pemilu2024",calon presiden nomor urut ganjarpranowo kunjung kota sorong papua barat daya ganjar aku langsung kondisi serap aspirasi warga download metrotvxtend play store app store ganjarpranowo papuabaratdaya sorong pilpres pemilu,13,2,1,2,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.34,0.0,0.921,0.079,Positive
"Elektabilitas anjlok, paslon langsung membrondong survei. Kreatif juga ya caranya",elektabilitas anjlok paslon langsung membrondong survei kreatif ya,0,0,0,0,paslon,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Usai meresmikan sumber air bersih, calon presiden (capres) nomor urut 2 ini terlihat langsung bermain air bersama anak-anak setempat. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",resmi sumber air bersih calon presiden capres nomor urut langsung main air anak tempat prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Positive,"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333, assessments=[(['main'], 0.16666666666666666, 0.3333333333333333, None)])",0.16666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,Neutral
"Survei turun, paslon panik. Membrondongnya bisa tambah turun nih",survei turun paslon panik membrondongnya turun nih,0,0,0,0,paslon,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#AMIN paling masuk akal bagi Gen-Z,amin masuk akal gen z,0,0,0,0,#AMIN,Indonesia,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Betul kata GP, minggu ini akan ada survei yg hasinya sangat tinggi dr salah satu paslon.",gp minggu survei yang has dari salah paslon,0,0,0,0,paslon,"??????, ???????   ruang jiwa",11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#UlamaDukungAmin
#Anies",ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#Anies,anies,1,0,0,1,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Komitmen Para Kiai Dukung AMIN semoga diberikan kelancaran dan kemenangan di Pilpres 2024
#UlamaDukungAmin 
#Anies",komitmen kiai dukung amin moga lancar menang pilpres ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Sudah sewajarnya para ulama dan santri untuk mendukung AMIN! Gus @cakimiNOW  dan Mas @aniesbaswedan  
#UlamaDukungAmin 
#Anies",wajar ulama santri dukung amin gus cakiminow mas aniesbaswedan ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Dalam Ijtima Ulama Dukung AMIN untuk lndonesia lebih baik, Adil dan Sejahtera
#UlamaDukungAmin 
#Anies",ijtima ulama dukung amin lndonesia baik adil sejahtera ulamadukungamin anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Sah!

KPU resmi tetapkan Mas Anies Baswedan dan Gus Muhaimin Iskandar sebagai Pasangan Capres + Cawapres RI 2024 ?

Indonesia siap sambut perubahan bersama AMIN 

#GusImin
#AniesMuhaimin",sah kpu resmi tetap mas anies baswedan gus muhaimin iskandar pasang capres cawapres ri indonesia sambut ubah amin gusimin aniesmuhaimin,1148,30,8,428,#aniesmuhaimin,Jalan Raden Saleh No 9 Jakarta,11/14/2023,aniesmuhaimin,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Lengkap Barisan Pendukung Anies - Muhaimin, dari Kalangan Parpol, Pengusaha hingga Mantan Jenderal

#Pilpres2024 #caprescawapres #AniesMuhaimin #TimnasAMIN

kaltim.tribunnews.com/2023/1ï¿½ lewat @tribunkaltim",lengkap baris dukung anies muhaimin kalang parpol usaha mantan jenderal pilpres caprescawapres aniesmuhaimin timnasamin kaltim tribunnews com tribunkaltim,0,0,0,0,#aniesmuhaimin,"Balikpapan, Indonesia",11/18/2023,aniesmuhaimin,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#Anies,anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"gak ada salahnya bang, sama2 punya hak suara untuk mendukung paslon! Yang mestinya di kritik itu pemerintah bang jangan ikut2an nimbrung kan pesta demokrasi rakyat yang menentukan bukan penguasa yang menentukan",tidak salah bang sama hak suara dukung paslon mesti kritik perintah bang ikut an nimbrung pesta demokrasi rakyat tentu kuasa tentu,0,0,0,0,paslon,Indonesia,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.4404,0.0,0.873,0.127,Positive
"Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 pada hari Selasa, 14 November 2023, #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",hasil undi tetap nomor urut serta pilpres selasa november prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Tak sedikit di antaranya mengenakan seragam kemeja putih dengan lambang angka 2 di dada yang merujuk pada nomor urut capres-cawapres usungan Koalisi Indonesia Maju. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,kena seragam kemeja putih lambang angka dada rujuk nomor urut capres cawapres usung koalisi indonesia maju prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ribuan perangkat desa akan menghadiri acara deklarasi dukungan kepada pasangan calon presiden dan calon wakil presiden (capres-cawapres) nomor urut 2, #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",ribu perangkat desa hadir acara deklarasi dukung pasang calon presiden calon wakil presiden capres cawapres nomor urut prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden RI Nomor Urut 3, Ganjar Pranowo melaksanakan kunjungan khusus ke Manokwari Papua Barat, Senin (20/11/2023). 

Dalam kunjungan khusus tersebut, Ganjar Pranowo terpantau tiba di Bandara Rendani Manokwari sekira pukul 07.30 WIT.

#SahabatGanjar 
#GanjarMahfud2024",calon presiden ri nomor urut ganjar pranowo laksana kunjung khusus manokwari papua barat senin kunjung khusus sebut ganjar pranowo pantau bandara rendani manokwari sekira wit sahabatganjar ganjarmahfud,1,0,0,1,nomor urut,"East Java, Indonesia",11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kenapa dg No.3??
3 itu bukan cuma angka, tapi harapan. 
Ganjar-Mahfud punya resep inovasi nyata buat perubahan yang kita butuhkan! 

Nomor urut 3 Ganjar-Mahfud PILIHANKU!! 
Pemimpin Impian Wujudkan Indonesia Maju..


#SahabatGanjar  #GanjarMahfud2024
#GanjarMahfudM3nang",dengan no angka harap ganjar mahfud resep inovasi nyata ubah butuh nomor urut ganjar mahfud pilih pimpin impi wujud indonesia maju sahabatganjar ganjarmahfud ganjarmahfudm nang,59,1,0,26,nomor urut,Ngayogjokarto...,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.296,0.084,0.916,0.0,Negative
"Karena beliau masih menjabat sbg kepala negara, harus berlaku adil pd semua paslon.

Dasar anak kecil yg sok mengaku dewasa..",beliau jabat bagai kepala negara laku adil pd paslon dasar anak yang sok aku dewasa,0,0,0,0,paslon,"?stanbul, Tï¿½rkiye",11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.3182,0.0,0.859,0.141,Positive
"@cakimiNOW 
#anies",cakiminow anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md. nomor urut 3. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",pasang anies baswedan muhaimin iskandar nomor urut prabowo subianto gibran rakabuming raka nomor urut ganjar pranowo mahfud md nomor urut prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"?? RESMI: Nomor urut Capres-Cawapres untuk Pilpres 2024.

1. Anies - Muhaimin
2. Prabowo - Gibran
3. Ganjar - Mahfud

Pilih mana?",resmi nomor urut capres cawapres pilpres anies muhaimin prabowo gibran ganjar mahfud pilih mana,5567,1656,340,2156,nomor urut,,11/14/2023,aniesmuhaimin,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#AMIN,amin,0,0,0,0,#AMIN,"Lampung Timur, Lampung",11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pelanggaran trs yg di ambil olh paslon 02
Mereka mau nyapres apa mau merusak negara sih",langgar terus yang ambil olh paslon nyapres rusak negara sih,0,1,0,0,paslon,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Berjiwa Pemimpin

#UlamaDukungAMIN
#Anies Muhaimin

@cakimiNOW
@DPP_PKB",jiwa pimpin ulamadukungamin anies muhaimin cakiminow dpp pkb,1,0,0,1,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#Anies,anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#AminBerasamaUlama
#anies",aminberasamaulama anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Insya Allah langkah yang Baik bersama Ulama untuk Indonesia Sejahtera
#anies",insya allah langkah ulama indonesia sejahtera anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Niat yang baik akan menghasilkan Hasil Yang Baik Juga
#1
#anies",niat hasil hasil anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#AMINPeduliPerempuan
#AniesMuhaimin
Perempuan Indonesia, Berjiwa Pemimpin
@cakimiNOW
@DPP_PKB",aminpeduliperempuan aniesmuhaimin perempuan indonesia jiwa pimpin cakiminow dpp pkb,0,0,0,0,#aniesmuhaimin,,11/18/2023,aniesmuhaimin,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Mantap #anies,mantap anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kalo Sudah Rekomendasi Ulama, Kita Harus 1 Langkah
#anies",kalau rekomendasi ulama langkah anies,0,0,0,0,#anies,,11/19/2023,aniesmuhaimin,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Lembaga Survey Berbayar LSI Denny JA kalo mengharapkan #AniesMuhaimin2024 pasti gak dapat duit,.kalo Survey untuk Paslon #GanjarMahfud  cuannya kalah sama Paslon #PrabowoGibran 
Tapi ingat ini survey elektabilitas loh!!!
#RakyatIndonesia hanya Fakta dilapangan,.bukan Angka",lembaga survey bayar lsi denny saja kalau harap aniesmuhaimin tidak duit kalo survey paslon ganjarmahfud cuannya kalah paslon prabowogibran survey elektabilitas loh rakyatindonesia fakta lapang bukan angka,0,0,0,0,paslon,Indonesia,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Komisi Pemilihan Umum (KPU) telah menetapkan pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",komisi pilih kpu tetap pasang anies baswedan muhaimin iskandar nomor urut bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,aniesmuhaimin,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
